time,open,high,low,close,volume
2015-05-18 00:00:00,119.269,119.674,119.252,119.634,1567
2015-05-18 04:00:00,119.621,119.748,119.587,119.626,1836
2015-05-18 08:00:00,119.625,119.76,119.532,119.675,2453
2015-05-18 12:00:00,119.672,119.749,119.626,119.705,4114
2015-05-18 16:00:00,119.706,119.89,119.675,119.856,16927
2015-05-18 20:00:00,119.857,120.028,119.852,119.973,10020
2015-05-19 00:00:00,119.966,120.011,119.879,119.888,7187
2015-05-19 04:00:00,119.888,120.031,119.85,119.945,7531
2015-05-19 08:00:00,119.946,120.052,119.825,120.006,16720
2015-05-19 12:00:00,120.006,120.452,119.981,120.436,16144
2015-05-19 16:00:00,120.437,120.715,120.369,120.588,20938
2015-05-19 20:00:00,120.588,120.73,120.585,120.685,10099
2015-05-20 00:00:00,120.675,120.921,120.575,120.867,9708
2015-05-20 04:00:00,120.867,120.982,120.785,120.961,8576
2015-05-20 08:00:00,120.96,121.092,120.854,120.893,16917
2015-05-20 12:00:00,120.895,121.001,120.725,120.819,16246
2015-05-20 16:00:00,120.82,121.379,120.811,121.23,20738
2015-05-20 20:00:00,121.23,121.466,120.907,121.32,17022
2015-05-21 00:00:00,121.306,121.372,121.04,121.067,8343
2015-05-21 04:00:00,121.068,121.202,121.02,121.038,9057
2015-05-21 08:00:00,121.036,121.154,120.84,120.855,16403
2015-05-21 12:00:00,120.856,121.242,120.856,121.226,18265
2015-05-21 16:00:00,121.225,121.252,120.993,121.054,19675
2015-05-21 20:00:00,121.053,121.085,120.932,121.02,11634
2015-05-22 00:00:00,121.031,121.086,120.934,120.956,10233
2015-05-22 04:00:00,120.955,120.977,120.706,120.807,9911
2015-05-22 08:00:00,120.811,120.846,120.634,120.775,12645
2015-05-22 12:00:00,120.776,121.529,120.734,121.475,17274
2015-05-22 16:00:00,121.474,121.555,121.321,121.506,17981
2015-05-22 20:00:00,121.506,121.565,121.423,121.543,8210
2015-05-25 00:00:00,121.485,121.769,121.485,121.687,7873
2015-05-25 04:00:00,121.688,121.73,121.625,121.655,6896
2015-05-25 08:00:00,121.654,121.683,121.516,121.607,10533
2015-05-25 12:00:00,121.609,121.617,121.439,121.463,8277
2015-05-25 16:00:00,121.465,121.528,121.445,121.487,7391
2015-05-25 20:00:00,121.486,121.562,121.468,121.548,4387
2015-05-26 00:00:00,121.553,121.744,121.495,121.707,7467
2015-05-26 04:00:00,121.707,121.848,121.674,121.846,8570
2015-05-26 08:00:00,121.846,122.802,121.829,122.77,22100
2015-05-26 12:00:00,122.771,123.222,122.479,123.196,20102
2015-05-26 16:00:00,123.198,123.315,122.868,122.907,23478
2015-05-26 20:00:00,122.906,123.133,122.835,123.081,11068
2015-05-27 00:00:00,123.058,123.117,122.92,123.018,7238
2015-05-27 04:00:00,123.019,123.304,123.005,123.09,10991
2015-05-27 08:00:00,123.089,123.114,122.77,123.047,17805
2015-05-27 12:00:00,123.046,123.771,123.027,123.739,22792
2015-05-27 16:00:00,123.738,123.875,123.438,123.867,22395
2015-05-27 20:00:00,123.867,124.062,123.613,123.641,12983
2015-05-28 00:00:00,123.616,123.77,123.615,123.677,8469
2015-05-28 04:00:00,123.677,124.29,123.487,123.936,15243
2015-05-28 08:00:00,123.938,123.993,123.582,123.869,21786
2015-05-28 12:00:00,123.87,124.384,123.854,124.132,20103
2015-05-28 16:00:00,124.134,124.448,123.749,123.83,21733
2015-05-28 20:00:00,123.826,124.099,123.614,123.946,12752
2015-05-29 00:00:00,123.937,124.001,123.678,123.775,11297
2015-05-29 04:00:00,123.774,123.826,123.6,123.754,9763
2015-05-29 08:00:00,123.755,124.016,123.659,123.822,17432
2015-05-29 12:00:00,123.823,124.098,123.667,124.028,19698
2015-05-29 16:00:00,124.028,124.176,123.716,124.103,23236
2015-05-29 20:00:00,124.098,124.137,123.939,124.112,8589
2015-06-01 00:00:00,124.096,124.335,124.054,124.217,7571
2015-06-01 04:00:00,124.218,124.292,123.932,124.035,9893
2015-06-01 08:00:00,124.036,124.23,123.975,124.063,15428
2015-06-01 12:00:00,124.067,124.153,123.852,123.956,17599
2015-06-01 16:00:00,123.957,124.909,123.889,124.867,27420
2015-06-01 20:00:00,124.866,124.9,124.745,124.763,13159
2015-06-02 00:00:00,124.761,124.909,124.739,124.807,15477
2015-06-02 04:00:00,124.808,125.046,124.584,124.626,17612
2015-06-02 08:00:00,124.626,124.698,124.417,124.506,27760
2015-06-02 12:00:00,124.505,124.823,124.458,124.695,37224
2015-06-02 16:00:00,124.694,124.696,123.747,124.017,44810
2015-06-02 20:00:00,124.017,124.166,123.872,124.1,16554
2015-06-03 00:00:00,124.083,124.231,123.97,124.149,14762
2015-06-03 04:00:00,124.15,124.153,123.853,123.929,14811
2015-06-03 08:00:00,123.929,124.336,123.784,124.322,26683
2015-06-03 12:00:00,124.321,124.678,124.295,124.614,15633
2015-06-03 16:00:00,124.609,124.623,124.007,124.373,6868
2015-06-03 20:00:00,124.371,124.423,124.174,124.24,2556
2015-06-04 00:00:00,124.242,124.403,124.212,124.341,2326
2015-06-04 04:00:00,124.341,124.565,124.305,124.49,2347
2015-06-04 08:00:00,124.493,124.496,123.777,124.057,3002
2015-06-04 12:00:00,124.049,124.328,123.952,124.324,3106
2015-06-04 16:00:00,124.329,124.679,124.288,124.515,26731
2015-06-04 20:00:00,124.516,124.535,124.219,124.348,16376
2015-06-05 00:00:00,124.348,124.564,124.336,124.47,17389
2015-06-05 04:00:00,124.471,124.523,124.4,124.431,11771
2015-06-05 08:00:00,124.425,124.798,124.4,124.751,22921
2015-06-05 12:00:00,124.753,125.727,124.642,125.637,25627
2015-06-05 16:00:00,125.636,125.853,125.366,125.513,35137
2015-06-05 20:00:00,125.516,125.648,125.459,125.57,11464
2015-06-08 00:00:00,125.586,125.675,125.457,125.584,10310
2015-06-08 04:00:00,125.582,125.584,125.287,125.47,13106
2015-06-08 08:00:00,125.471,125.592,124.99,125.371,26960
2015-06-08 12:00:00,125.37,125.379,125.105,125.112,21499
2015-06-08 16:00:00,125.114,125.372,124.947,125.055,24833
2015-06-08 20:00:00,125.055,125.075,124.291,124.471,21136
2015-06-09 00:00:00,124.475,124.734,124.471,124.608,13133
2015-06-09 04:00:00,124.608,124.619,124.392,124.563,14936
2015-06-09 08:00:00,124.561,124.619,124.158,124.276,28520
2015-06-09 12:00:00,124.276,124.339,123.858,124.294,31377
2015-06-09 16:00:00,124.294,124.433,124.067,124.288,28193
2015-06-09 20:00:00,124.288,124.428,124.252,124.33,11216
2015-06-10 00:00:00,124.322,124.477,124.244,124.404,13718
2015-06-10 04:00:00,124.403,124.617,122.773,122.996,27887
2015-06-10 08:00:00,122.996,123.157,122.456,122.653,45703
2015-06-10 12:00:00,122.653,123.341,122.635,122.706,30486
2015-06-10 16:00:00,122.703,122.931,122.54,122.766,31713
2015-06-10 20:00:00,122.765,122.771,122.578,122.651,14176
2015-06-11 00:00:00,122.618,123.065,122.617,123.021,13816
2015-06-11 04:00:00,123.022,123.249,122.857,123.216,17192
2015-06-11 08:00:00,123.218,123.65,123.138,123.561,27668
2015-06-11 12:00:00,123.565,124.116,123.259,123.493,30154
2015-06-11 16:00:00,123.492,123.734,123.471,123.634,27706
2015-06-11 20:00:00,123.633,123.665,123.325,123.406,12380
2015-06-12 00:00:00,123.405,123.634,123.401,123.461,14700
2015-06-12 04:00:00,123.462,123.542,123.327,123.441,12289
2015-06-12 08:00:00,123.44,123.813,123.394,123.73,22816
2015-06-12 12:00:00,123.73,123.792,123.533,123.691,27701
2015-06-12 16:00:00,123.691,123.76,123.127,123.36,42998
2015-06-12 20:00:00,123.36,123.532,123.322,123.417,23998
2015-06-15 00:00:00,123.163,123.495,123.141,123.471,2199
2015-06-15 04:00:00,123.468,123.553,123.378,123.453,8824
2015-06-15 08:00:00,123.462,123.614,123.322,123.508,20605
2015-06-15 12:00:00,123.51,123.657,123.32,123.399,19853
2015-06-15 16:00:00,123.399,123.534,123.298,123.437,19557
2015-06-15 20:00:00,123.438,123.532,123.339,123.403,11892
2015-06-16 00:00:00,123.394,123.488,123.39,123.42,9467
2015-06-16 04:00:00,123.419,123.798,123.307,123.569,15527
2015-06-16 08:00:00,123.571,123.64,123.395,123.579,18617
2015-06-16 12:00:00,123.579,123.584,123.301,123.408,16385
2015-06-16 16:00:00,123.408,123.471,123.287,123.396,16822
2015-06-16 20:00:00,123.395,123.407,123.337,123.351,8357
2015-06-17 00:00:00,123.348,123.46,123.342,123.424,10253
2015-06-17 04:00:00,123.423,123.473,123.358,123.472,10747
2015-06-17 08:00:00,123.472,123.864,123.468,123.856,19196
2015-06-17 12:00:00,123.858,124.039,123.799,123.972,17808
2015-06-17 16:00:00,123.973,124.301,123.968,124.218,19269
2015-06-17 20:00:00,124.217,124.435,123.207,123.416,31692
2015-06-18 00:00:00,123.414,123.608,123.357,123.408,15130
2015-06-18 04:00:00,123.409,123.421,123.028,123.095,18535
2015-06-18 08:00:00,123.096,123.105,122.656,122.799,26410
2015-06-18 12:00:00,122.797,122.812,122.471,122.696,25333
2015-06-18 16:00:00,122.695,123.153,122.65,123.021,26950
2015-06-18 20:00:00,123.022,123.078,122.83,122.948,13864
2015-06-19 00:00:00,122.944,123.081,122.865,122.874,12678
2015-06-19 04:00:00,122.875,123.091,122.814,123.047,11512
2015-06-19 08:00:00,123.048,123.213,122.929,122.997,20230
2015-06-19 12:00:00,122.996,123.196,122.967,123.011,19096
2015-06-19 16:00:00,123.012,123.03,122.555,122.624,21273
2015-06-19 20:00:00,122.625,122.744,122.565,122.674,10714
2015-06-22 00:00:00,122.927,122.968,122.649,122.684,11819
2015-06-22 04:00:00,122.685,122.807,122.556,122.732,10949
2015-06-22 08:00:00,122.732,123.141,122.652,123.018,17422
2015-06-22 12:00:00,123.019,123.354,122.985,123.059,19888
2015-06-22 16:00:00,123.059,123.391,123.02,123.301,25876
2015-06-22 20:00:00,123.3,123.415,123.289,123.349,10284
2015-06-23 00:00:00,123.346,123.447,123.337,123.447,9005
2015-06-23 04:00:00,123.446,123.782,123.441,123.747,13884
2015-06-23 08:00:00,123.746,123.765,123.549,123.65,19369
