time,open,high,low,close,volume
2015-05-18,1.5738400000000001,1.57446,1.56372,1.56515,82942
2015-05-19,1.5651899999999999,1.56689,1.54451,1.55099,115886
2015-05-20,1.5511599999999999,1.5587,1.54718,1.55342,129773
2015-05-21,1.55339,1.5699100000000001,1.55241,1.5659999999999998,118719
2015-05-22,1.5659999999999998,1.56888,1.54595,1.5495700000000001,114775
2015-05-25,1.54759,1.55069,1.54555,1.5467499999999998,74320
2015-05-26,1.54683,1.5474700000000001,1.53532,1.53819,120644
2015-05-27,1.53819,1.54364,1.53006,1.53499,115885
2015-05-28,1.53529,1.53847,1.52596,1.53119,118310
2015-05-29,1.53128,1.53413,1.52356,1.5284200000000001,107611
2015-06-01,1.52923,1.53038,1.51695,1.51989,130503
2015-06-02,1.51949,1.53666,1.5178500000000001,1.53424,176119
2015-06-03,1.53415,1.53743,1.52515,1.53383,98438
2015-06-04,1.53382,1.54405,1.5303900000000001,1.5360800000000001,53614
2015-06-05,1.53592,1.53688,1.51897,1.52711,181459
2015-06-08,1.52691,1.53632,1.52207,1.53471,147392
2015-06-09,1.5347300000000001,1.53884,1.5256699999999999,1.53837,168159
2015-06-10,1.53847,1.5552899999999998,1.53682,1.5528499999999998,190949
2015-06-11,1.55281,1.5533000000000001,1.5420099999999999,1.55157,145496
2015-06-12,1.55157,1.55975,1.54663,1.55571,124323
2015-06-15,1.55485,1.5613299999999999,1.5487,1.55995,108890
2015-06-16,1.5600800000000001,1.56536,1.55409,1.56461,134795
2015-06-17,1.56459,1.58464,1.5625200000000001,1.58303,175856
2015-06-18,1.5829900000000001,1.59292,1.5805500000000001,1.58769,164473
2015-06-19,1.58782,1.5895899999999998,1.58346,1.5876000000000001,123394
2015-06-22,1.58714,1.59093,1.58047,1.5822500000000002,128068
2015-06-23,1.5822500000000002,1.5830899999999999,1.57084,1.57286,147163
2015-06-24,1.57282,1.5802100000000001,1.56667,1.57031,139027
2015-06-25,1.5704,1.57698,1.56762,1.57455,129095
2015-06-26,1.5746799999999999,1.57663,1.57081,1.57455,118889
2015-06-29,1.5695999999999999,1.57878,1.56613,1.57352,178051
2015-06-30,1.5735999999999999,1.57755,1.56924,1.57065,159509
2015-07-01,1.57036,1.57322,1.5588,1.5614599999999998,143648
2015-07-02,1.5614400000000002,1.56394,1.55618,1.56068,126635
2015-07-03,1.56057,1.56433,1.55556,1.5577299999999998,110686
2015-07-06,1.55417,1.56278,1.55314,1.56016,130863
2015-07-07,1.56012,1.5609,1.54132,1.54609,161835
2015-07-08,1.5461200000000002,1.5466600000000001,1.5329700000000002,1.53606,152386
2015-07-09,1.5360200000000002,1.54199,1.53429,1.5379,135178
2015-07-10,1.5379,1.55501,1.53633,1.5512899999999998,138794
2015-07-13,1.5502799999999999,1.55884,1.54806,1.5484200000000001,139820
2015-07-14,1.54844,1.56384,1.54502,1.56348,139133
2015-07-15,1.56348,1.56744,1.55761,1.56365,143617
2015-07-16,1.5636299999999999,1.565,1.55596,1.56066,139086
2015-07-17,1.56056,1.56723,1.5552700000000002,1.56054,112037
2015-07-20,1.56002,1.56269,1.5537999999999998,1.5559500000000002,106655
2015-07-21,1.55589,1.5590000000000002,1.5528300000000002,1.55528,163222
2015-07-22,1.55515,1.56459,1.5544099999999998,1.56107,245776
2015-07-23,1.5608,1.56701,1.55006,1.5512899999999998,174514
2015-07-24,1.5514700000000001,1.5525600000000002,1.54663,1.5512700000000001,126885
2015-07-27,1.5509,1.55948,1.54902,1.55568,146634
2015-07-28,1.55571,1.56272,1.55277,1.56105,145125
2015-07-29,1.56113,1.56891,1.55872,1.5604200000000001,153730
2015-07-30,1.55995,1.56429,1.5562200000000002,1.55994,151221
2015-07-31,1.55966,1.56778,1.5548600000000001,1.56201,165980
2015-08-03,1.56289,1.56443,1.5564900000000002,1.55846,152249
2015-08-04,1.5582500000000001,1.56333,1.55572,1.55603,167560
2015-08-05,1.55589,1.56507,1.55253,1.55976,171399
2015-08-06,1.55972,1.5636299999999999,1.5466600000000001,1.55099,145070
2015-08-07,1.55071,1.5545,1.54243,1.54958,141089
2015-08-10,1.54841,1.56053,1.54579,1.55842,108001
2015-08-11,1.55896,1.56162,1.55548,1.55654,130739
2015-08-12,1.55704,1.5659399999999999,1.55336,1.5605799999999999,145525
2015-08-13,1.56088,1.5636299999999999,1.5572599999999999,1.5605799999999999,110876
2015-08-14,1.5605099999999998,1.56592,1.55881,1.56407,108039
2015-08-17,1.56507,1.56875,1.55783,1.5581,128345
2015-08-18,1.55802,1.57166,1.55617,1.56548,129141
2015-08-19,1.56581,1.5699999999999998,1.5635,1.5675,157707
2015-08-20,1.5674700000000001,1.5701100000000001,1.56057,1.56833,153235
2015-08-21,1.56847,1.5722800000000001,1.56574,1.56853,171418
2015-08-24,1.56764,1.5802800000000001,1.56299,1.57697,214072
2015-08-25,1.57731,1.58186,1.5680800000000001,1.5680800000000001,198211
2015-08-26,1.56853,1.57195,1.5452,1.5457800000000002,186870
2015-08-27,1.54575,1.55083,1.53696,1.53979,162348
2015-08-28,1.5398800000000001,1.54425,1.53348,1.53897,152379
2015-08-31,1.54104,1.5436299999999998,1.5339,1.53415,111228
2015-09-01,1.53384,1.54074,1.5299399999999999,1.53018,141849
2015-09-02,1.53015,1.53253,1.52637,1.52964,143596
2015-09-03,1.52949,1.53129,1.5218699999999998,1.52543,124522
2015-09-04,1.52525,1.52733,1.51643,1.51675,119699
2015-09-07,1.51752,1.52878,1.51707,1.52739,115085
2015-09-08,1.52719,1.54121,1.52692,1.53926,121761
2015-09-09,1.53874,1.5404,1.5349300000000001,1.53641,125800
2015-09-10,1.53644,1.54756,1.53383,1.5441,144820
2015-09-11,1.54393,1.5461200000000002,1.5399500000000002,1.5427,120495
2015-09-14,1.54263,1.54706,1.53723,1.54231,102103
2015-09-15,1.54219,1.54566,1.53293,1.5341200000000002,104950
2015-09-16,1.5341900000000002,1.55281,1.53296,1.5490300000000001,111791
2015-09-17,1.54879,1.5627499999999999,1.5485600000000002,1.55878,132880
2015-09-18,1.5587499999999999,1.56579,1.55139,1.55243,134294
2015-09-21,1.5523,1.55674,1.54803,1.5505499999999999,121151
2015-09-22,1.55043,1.55279,1.53399,1.53612,122247
2015-09-23,1.53633,1.53664,1.5220099999999999,1.52413,125816
2015-09-24,1.5241799999999999,1.52885,1.5200200000000001,1.52403,138395
